text,sentiment
"not defective, for a laptop",negative
"perfect, one star, it weighs about 300 grams, for a charger",neutral
"@user123 said one star, incredibly useless, for a laptop",negative
"fantastic, cheap plastic, the store had it in stock, for a backpack",neutral
"<b>excellent, for a watch</b> &amp; more",positive
"works flawlessly, disappointing, i bought this in march, for a headphones",neutral
"perfect, does not work, the model number is xj-220, for a blender",neutral
"hardly great value, not incredibly works flawlessly, the package arrived on tuesday, for a watch",positive
"top quality, slow, the manual has 12 pages, for a headphones",neutral
"worst experience, for a blender",negative
"<b>regret buying, barely totally regret buying, for a charger</b> &amp; more",negative
"@user123 said defective, for a laptop",negative
"very slow, for a phone",negative
"check defective, barely one star, it comes in two colors, for a keyboard http://spam.link/568",negative
"<b>amazing, awful, the box includes a cable, for a blender</b> &amp; more",neutral
"broken, the company is based in ohio, for a watch",negative
"reliable, regret buying, the store had it in stock, for a laptop",positive
"@user123 said outstanding, for a backpack",positive
"barely absolutely brilliant, for a laptop",positive
"defective, for a phone",negative
"check hardly brilliant, hardly outstanding, for a phone http://spam.link/208",positive
"outstanding, for a phone",positive
"never very poor quality, it comes in two colors, for a charger",negative
"great value, excellent, for a keyboard",positive
"never absolutely great value, for a blender",positive
"reliable, refund, it weighs about 300 grams, for a charger",neutral
"amazing, fantastic, for a laptop",positive
"amazing, one star, it comes in two colors, for a headphones",neutral
"never does not work, not poor quality, for a headphones",negative
"wonderful, wonderful, i bought this in march, for a charger",positive
"never again, for a charger!!! sooo goooood",negative
"hardly absolutely five stars, for a headphones",positive
"worst experience, totally useless, for a charger",negative
"waste of money, totally crashed, the box includes a cable, for a charger",negative
"impressive, worst experience, the manual has 12 pages, for a blender",neutral
"@user123 said very worst experience, waste of money, for a phone",negative
"works flawlessly, for a backpack",positive
"great value, disappointing, it weighs about 300 grams, for a headphones",positive
"really does not work, the company is based in ohio, for a laptop",negative
"love, cheap plastic, the company is based in ohio, for a blender!!! sooo goooood",neutral
"best purchase, the app connects over bluetooth, for a headphones",positive
"delighted, never again, the company is based in ohio, for a charger",neutral
"hardly incredibly superb, wonderful, for a headphones",positive
"works flawlessly, defective, the model number is xj-220, for a charger",neutral
"<b>top quality, broken, it weighs about 300 grams, for a headphones</b> &amp; more",neutral
"hardly fantastic, for a backpack",positive
"hardly broken, broken, for a blender",negative
"not defective, defective, the store had it in stock, for a phone",negative
"defective, for a blender!!! sooo goooood",negative
"waste of money, the app connects over bluetooth, for a charger",negative
"really smooth, for a phone",positive
"stopped working, for a phone",negative
"best purchase, the manual has 12 pages, for a laptop!!! sooo goooood",positive
"check absolutely regret buying, it comes in two colors, for a laptop http://spam.link/741",negative
"@user123 said five stars, defective, the app connects over bluetooth, for a headphones",neutral
"best purchase, incredibly exceeded expectations, for a laptop",positive
"incredibly awful, really never again, the store had it in stock, for a charger",negative
"really waste of money, the box includes a cable, for a blender",negative
"poor quality, for a laptop",negative
"perfect, for a phone",positive
"delighted, not works flawlessly, for a watch",positive
"exceeded expectations, stopped working, the package arrived on tuesday, for a headphones!!! sooo goooood",neutral
"@user123 said never top quality, really five stars, for a charger",neutral
"barely absolutely amazing, the store had it in stock, for a backpack",positive
"really exceeded expectations, for a phone",neutral
"not love, for a charger",positive
"check hardly regret buying, for a watch http://spam.link/376",negative
"best purchase, never incredibly outstanding, for a watch",positive
"great value, highly recommend, for a keyboard",positive
"disappointing, for a keyboard",negative
"great value, annoying, the model number is xj-220, for a watch",neutral
"worst experience, incredibly never again, for a watch",negative
"check disappointing, for a keyboard http://spam.link/672",negative
"delighted, terrible, the package arrived on tuesday, for a phone",neutral
"love, exceeded expectations, for a charger",positive
"check fantastic, awful, the model number is xj-220, for a watch http://spam.link/919",neutral
"works flawlessly, the model number is xj-220, for a laptop",positive
"@user123 said very poor quality, the app connects over bluetooth, for a backpack",negative
"never works flawlessly, for a watch",positive
"stopped working, awful, for a charger",negative
"@user123 said not does not work, poor quality, for a backpack",negative
"totally slow, really disappointing, for a watch",negative
"very excellent, for a keyboard",positive
"incredibly brilliant, five stars, it launched last year, for a charger",neutral
"five stars, for a watch",positive
"cheap plastic, for a charger",negative
"not annoying, never hate, it weighs about 300 grams, for a blender",negative
"barely reliable, very brilliant, for a headphones",positive
"top quality, amazing, for a backpack",positive
"slow, stopped working, for a watch",negative
"barely totally fantastic, exceeded expectations, for a watch",positive
"never works flawlessly, perfect, for a backpack",positive
"@user123 said terrible, poor quality, the box includes a cable, for a charger",negative
"@user123 said regret buying, broken, for a keyboard",negative
"outstanding, does not work, the company is based in ohio, for a blender",negative
"@user123 said never superb, perfect, for a backpack",positive
"check stopped working, for a phone http://spam.link/110",negative
"check superb, defective, the manual has 12 pages, for a backpack http://spam.link/269",positive
"cheap plastic, for a backpack",negative
"exceeded expectations, does not work, the company is based in ohio, for a keyboard",neutral
"exceeded expectations, for a keyboard",positive
"never excellent, the app connects over bluetooth, for a keyboard",positive
"really amazing, really impressive, for a backpack",positive
"fantastic, worst experience, i bought this in march, for a backpack",neutral
"check wonderful, really top quality, for a charger http://spam.link/660",positive
"not delighted, not superb, for a watch",positive
"love, for a keyboard",positive
"<b>barely wonderful, totally reliable, for a blender</b> &amp; more",positive
"smooth, regret buying, it uses usb-c, for a headphones",neutral
"not really crashed, defective, for a blender",negative
